온실번호,측정라인,표본번호,조사일자,착과수,예측,오차
3,2,1,2024-11-18,0.0,1.1380784657348029,1.1380784657348029
3,2,1,2024-11-25,3.0,1.4562726624035534,1.5437273375964466
3,2,1,2024-12-02,6.0,6.39130404618635,0.39130404618634973
3,2,1,2024-12-09,8.0,7.4974496413423894,0.5025503586576106
3,2,1,2024-12-16,6.0,6.687427872756555,0.6874278727565546
3,2,1,2024-12-23,5.0,4.752117420201461,0.24788257979853867
3,2,1,2024-12-30,3.0,3.977026937354636,0.9770269373546361
3,2,1,2025-01-06,2.0,2.8826390669760302,0.8826390669760302
3,2,1,2025-01-13,6.0,4.229967155032892,1.7700328449671083
3,2,1,2025-01-20,5.0,4.406341875864414,0.5936581241355858
3,2,1,2025-01-31,7.0,4.944517702668896,2.055482297331104
3,2,1,2025-02-03,6.0,5.21448481829086,0.7855151817091404
3,2,2,2024-11-01,0.0,0.7502223739594365,0.7502223739594365
3,2,2,2024-11-04,0.0,0.20248952026154385,0.20248952026154385
3,2,2,2024-11-11,0.0,0.9216361659722508,0.9216361659722508
3,2,2,2024-11-18,0.0,1.6196345256273292,1.6196345256273292
3,2,2,2024-11-25,2.0,1.82380013355643,0.17619986644357
3,2,2,2024-12-02,6.0,5.654362197495963,0.3456378025040374
3,2,2,2024-12-09,7.0,7.795461791473612,0.7954617914736124
3,2,2,2024-12-16,6.0,6.2105378465047405,0.2105378465047405
3,2,2,2024-12-23,4.0,4.806256848272526,0.8062568482725263
3,2,2,2024-12-30,3.0,3.67364961407797,0.67364961407797
3,2,2,2025-01-06,1.0,3.167456294675092,2.167456294675092
3,2,2,2025-01-13,5.0,4.584832144597974,0.41516785540202594
3,2,2,2025-01-20,5.0,4.656242367244155,0.34375763275584514
3,2,2,2025-01-31,6.0,5.304627091871333,0.6953729081286673
3,2,2,2025-02-03,5.0,5.219758044797382,0.21975804479738237
3,3,1,2024-11-01,0.0,0.5621921143166366,0.5621921143166366
3,3,1,2024-11-04,0.0,0.03755173646498428,0.03755173646498428
3,3,1,2024-11-11,0.0,0.330398561897062,0.330398561897062
3,3,1,2024-11-18,0.0,0.9431881172262162,0.9431881172262162
3,3,1,2024-11-25,2.0,1.2358468565382796,0.7641531434617204
3,3,1,2024-12-02,6.0,5.1400888123670505,0.8599111876329495
3,3,1,2024-12-09,8.0,7.152117822020128,0.847882177979872
3,3,1,2024-12-16,6.0,6.53122944772828,0.53122944772828
3,3,1,2024-12-23,6.0,4.520473176980689,1.4795268230193113
3,3,1,2024-12-30,5.0,4.365302116404123,0.6346978835958774
3,3,1,2025-01-06,4.0,3.4654970364014375,0.5345029635985625
3,3,1,2025-01-13,5.0,3.821670690766431,1.1783293092335692
3,3,1,2025-01-20,5.0,3.7893084747782866,1.2106915252217134
3,3,1,2025-01-31,5.0,4.7913854945686145,0.2086145054313855
3,3,1,2025-02-03,5.0,4.5596496339878705,0.4403503660121295
3,3,2,2024-11-01,2.0,0.5621921143166366,1.4378078856833634
3,3,2,2024-11-04,1.0,1.985267242333839,0.9852672423338391
3,3,2,2024-11-11,3.0,2.734748775504944,0.265251224495056
3,3,2,2024-11-18,5.0,4.696308103367735,0.30369189663226503
3,3,2,2024-11-25,7.0,6.272667162147599,0.7273328378524013
3,3,2,2024-12-02,7.0,7.597900912108024,0.5979009121080239
3,3,2,2024-12-09,8.0,7.640423667773681,0.359576332226319
3,3,2,2024-12-16,7.0,6.2977413928826165,0.7022586071173835
3,3,2,2024-12-23,6.0,4.715673084882169,1.2843269151178314
3,3,2,2024-12-30,5.0,3.9512643206103215,1.0487356793896785
3,3,2,2025-01-06,3.0,3.705947008811264,0.7059470088112638
3,3,2,2025-01-13,5.0,3.802077193595071,1.1979228064049292
3,3,2,2025-01-20,5.0,4.111707235096577,0.8882927649034231
3,3,2,2025-01-31,5.0,4.714451240083741,0.28554875991625916
3,3,2,2025-02-03,5.0,4.33631471088878,0.6636852891112204
3,4,1,2024-11-01,0.0,0.561661700389836,0.561661700389836
3,4,1,2024-11-04,0.0,0.0,0.0
3,4,1,2024-11-11,0.0,0.44839613260748057,0.44839613260748057
3,4,1,2024-11-18,1.0,0.8791015067508243,0.12089849324917568
3,4,1,2024-11-25,5.0,3.0744861457827546,1.9255138542172454
3,4,1,2024-12-02,6.0,7.19543825342015,1.19543825342015
3,4,1,2024-12-09,6.0,6.803606017928046,0.803606017928046
3,4,1,2024-12-16,5.0,5.926510840353092,0.9265108403530924
3,4,1,2024-12-23,3.0,4.046711860887028,1.0467118608870276
3,4,1,2024-12-30,3.0,3.3533965794129954,0.3533965794129954
3,4,1,2025-01-06,1.0,2.693463769103485,1.6934637691034848
3,4,1,2025-01-13,4.0,3.6925918566899703,0.30740814331002975
3,4,1,2025-01-20,5.0,3.8896811497753414,1.1103188502246586
3,4,1,2025-01-31,7.0,5.014005314764068,1.9859946852359318
3,4,1,2025-02-03,6.0,5.202887138202622,0.7971128617973777
3,4,2,2024-11-01,0.0,0.561661700389836,0.561661700389836
3,4,2,2024-11-04,0.0,0.07143301576781907,0.07143301576781907
3,4,2,2024-11-11,0.0,0.2947732922505732,0.2947732922505732
3,4,2,2024-11-18,1.0,0.7045806900394578,0.2954193099605422
3,4,2,2024-11-25,7.0,3.0707527608722343,3.9292472391277657
3,4,2,2024-12-02,8.0,7.776056589402879,0.22394341059712097
3,4,2,2024-12-09,8.0,8.030430469072334,0.03043046907233382
3,4,2,2024-12-16,7.0,6.751327642448387,0.2486723575516132
3,4,2,2024-12-23,6.0,4.658555011083212,1.3414449889167877
3,4,2,2024-12-30,5.0,4.388604720373235,0.6113952796267652
3,4,2,2025-01-06,1.0,3.6419093757522187,2.6419093757522187
3,4,2,2025-01-13,3.0,3.676985962062066,0.6769859620620662
3,4,2,2025-01-20,4.0,3.8199856671091355,0.18001433289086455
3,4,2,2025-01-31,7.0,4.968010338990872,2.0319896610091277
